,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_ortho_init,params_vf_coef,state
410,410,394,51:46.0,55:28.0,0 days 00:03:41.979129,tanh,128,0.3,1.26E-07,0.99,0.99,1.97E-05,0.7,20,2048,medium,TRUE,6.45E-06,PRUNED
432,432,392,39:18.0,43:16.2,0 days 00:03:58.187105,tanh,128,0.3,3.00E-07,0.99,0.99,2.50E-05,0.5,20,2048,medium,TRUE,1.29E-05,PRUNED
585,585,390,35:40.5,43:08.0,0 days 00:07:27.529135,relu,32,0.3,4.77E-08,0.9,0.99,1.57E-05,0.3,20,2048,medium,TRUE,7.58E-07,PRUNED
353,353,389,58:01.9,27:44.1,0 days 00:29:42.176144,relu,8,0.3,8.78E-07,0.99,0.99,2.10E-05,0.6,20,2048,medium,TRUE,3.97E-07,PRUNED
573,573,387,46:19.2,50:18.7,0 days 00:03:59.468292,relu,256,0.3,5.86E-07,0.99,0.995,8.66E-05,0.7,20,1024,medium,TRUE,2.25E-06,COMPLETE
303,303,386,50:36.1,48:27.3,0 days 00:57:51.196094,tanh,8,0.3,2.50E-05,0.99,0.999,2.09E-05,0.9,20,2048,medium,TRUE,6.55E-05,COMPLETE
320,320,385,22:23.3,24:26.1,0 days 00:02:02.880886,relu,8,0.1,3.72E-06,0.99,0.98,3.64E-05,0.5,1,512,medium,TRUE,3.01E-05,PRUNED
614,614,385,11:09.6,14:34.7,0 days 00:03:25.143581,tanh,128,0.3,0.000495842,0.99,0.99,1.83E-05,0.3,20,2048,medium,TRUE,0.000364468,PRUNED
325,325,384,23:58.2,32:02.7,0 days 00:08:04.450431,relu,32,0.1,1.09E-06,0.99,0.995,2.74E-05,0.7,20,512,medium,TRUE,0.000536849,PRUNED
575,575,384,58:40.4,20:04.0,0 days 00:21:23.543698,relu,16,0.3,2.13E-07,0.99,0.995,1.29E-05,5,20,2048,large,TRUE,0.001736627,PRUNED
546,546,382,25:17.0,28:20.6,0 days 00:03:03.590691,relu,128,0.3,0.000136606,0.92,0.995,1.54E-05,0.3,20,2048,medium,TRUE,0.003548494,PRUNED
47,47,380,18:39.3,32:02.0,0 days 00:13:22.742967,relu,256,0.2,1.34E-08,0.8,0.999,3.65E-05,0.3,20,64,large,TRUE,5.18E-05,COMPLETE
58,58,380,13:08.9,27:22.9,0 days 00:14:14.078265,relu,64,0.3,4.04E-08,0.92,0.99,3.59E-05,5,20,128,large,TRUE,2.01E-05,COMPLETE
57,57,379,05:40.4,13:08.9,0 days 00:07:28.500366,relu,128,0.2,4.03E-08,0.92,0.99,2.84E-05,5,10,64,large,TRUE,2.56E-05,COMPLETE
189,189,378,52:34.9,16:24.0,0 days 00:23:49.064411,tanh,8,0.1,3.32E-07,0.99,0.999,1.74E-05,2,20,1024,medium,TRUE,1.93E-07,PRUNED
224,224,378,36:42.6,43:17.4,0 days 00:06:34.791773,tanh,32,0.1,1.14E-06,0.99,0.999,1.32E-05,0.5,20,2048,medium,TRUE,2.61E-07,PRUNED
450,450,378,30:24.1,32:41.7,0 days 00:02:17.637744,relu,32,0.3,1.11E-06,0.99,0.995,1.71E-05,0.9,5,2048,medium,TRUE,1.67E-06,PRUNED
276,276,375,40:35.9,48:33.5,0 days 00:07:57.592397,relu,32,0.1,6.33E-07,0.99,0.995,1.43E-05,0.9,20,512,medium,TRUE,1.89E-05,PRUNED
41,41,374,21:27.8,28:37.2,0 days 00:07:09.366482,relu,128,0.2,1.31E-08,0.8,0.9999,5.43E-05,0.3,10,64,large,TRUE,5.82E-05,COMPLETE
274,274,374,31:51.3,32:58.7,0 days 00:01:07.346488,relu,512,0.3,1.94E-06,0.98,0.999,0.000656572,0.6,20,1024,medium,TRUE,0.000849428,PRUNED
153,153,371,59:51.3,03:20.7,0 days 00:03:29.400128,relu,256,0.3,2.91E-07,0.99,0.98,2.39E-05,2,20,2048,medium,TRUE,1.90E-06,COMPLETE
383,383,371,53:35.4,00:25.8,0 days 00:06:50.399495,tanh,32,0.1,4.39E-06,0.99,0.99,0.000341457,0.6,20,2048,medium,TRUE,5.67E-06,PRUNED
391,391,371,25:17.2,30:10.1,0 days 00:04:52.937019,relu,64,0.4,4.40E-07,0.99,0.999,1.34E-05,2,20,1024,medium,TRUE,5.00E-06,PRUNED
538,538,371,27:53.4,32:58.7,0 days 00:05:05.291090,relu,64,0.3,8.10E-06,0.99,0.99,9.80E-05,0.7,20,2048,medium,TRUE,1.87E-06,PRUNED
244,244,370,55:39.2,57:33.6,0 days 00:01:54.424277,relu,256,0.3,1.13E-07,0.99,0.99,4.09E-05,0.9,20,2048,medium,TRUE,1.77E-06,PRUNED
183,183,368,37:52.0,53:37.5,0 days 00:15:45.455135,tanh,32,0.1,6.88E-07,0.99,0.995,1.27E-05,0.5,20,1024,medium,TRUE,4.23E-07,COMPLETE
105,105,367,27:38.8,31:00.8,0 days 00:03:21.965573,relu,256,0.3,3.09E-08,0.99,0.99,1.19E-05,0.9,20,2048,medium,TRUE,2.41E-06,COMPLETE
301,301,367,42:36.3,49:29.9,0 days 00:06:53.510615,relu,32,0.1,9.43E-07,0.99,0.995,1.58E-05,0.8,20,1024,medium,TRUE,6.43E-07,PRUNED
314,314,366,01:21.3,08:12.1,0 days 00:06:50.835973,relu,32,0.3,1.42E-06,0.99,0.995,1.57E-05,0.8,20,2048,medium,TRUE,4.82E-07,PRUNED
458,458,365,55:39.0,59:47.7,0 days 00:04:08.713776,tanh,128,0.3,4.93E-07,0.95,0.995,0.001127865,0.9,20,512,medium,TRUE,2.02E-06,PRUNED
271,271,364,15:43.6,16:40.2,0 days 00:00:56.621396,relu,32,0.3,4.28E-07,0.99,0.99,5.81E-05,0.8,1,512,medium,TRUE,6.42E-06,PRUNED
362,362,364,16:59.7,25:39.4,0 days 00:08:39.754593,relu,32,0.4,2.84E-08,0.99,0.995,3.19E-05,0.9,20,512,medium,TRUE,7.65E-07,PRUNED
504,504,361,15:25.7,17:15.4,0 days 00:01:49.718424,tanh,256,0.3,5.10E-08,0.99,0.99,2.00E-05,0.8,20,2048,medium,TRUE,0.000180288,PRUNED
461,461,356,32:03.1,35:26.4,0 days 00:03:23.326529,relu,256,0.4,1.29E-06,0.99,0.999,2.77E-05,0.6,20,256,medium,TRUE,7.60E-07,COMPLETE
313,313,354,59:49.0,01:21.3,0 days 00:01:32.265880,relu,256,0.3,1.36E-05,0.99,0.99,3.61E-05,0.9,20,1024,medium,TRUE,3.28E-06,PRUNED
386,386,354,17:33.5,24:30.6,0 days 00:06:57.014716,tanh,32,0.1,0.002872128,0.99,0.99,2.71E-05,0.6,20,2048,medium,TRUE,3.73E-07,PRUNED
507,507,353,40:22.9,43:59.2,0 days 00:03:36.316922,tanh,128,0.3,1.03E-07,0.99,0.99,1.72E-05,0.8,20,2048,medium,TRUE,0.000327949,PRUNED
630,630,353,53:40.5,28:07.2,0 days 00:34:26.687137,relu,8,0.1,3.61E-06,0.99,0.99,2.35E-05,0.8,20,256,medium,TRUE,1.69E-06,PRUNED
59,59,352,27:22.9,37:41.9,0 days 00:10:18.924107,relu,64,0.3,2.40E-07,0.92,0.99,8.71E-05,5,20,128,medium,TRUE,1.34E-05,COMPLETE
641,641,352,37:31.7,51:22.1,0 days 00:13:50.393529,relu,8,0.3,4.71E-08,0.99,0.98,1.42E-05,0.5,10,2048,medium,TRUE,7.39E-07,PRUNED
36,36,351,47:40.7,54:13.1,0 days 00:06:32.440840,relu,128,0.2,4.50E-06,0.9,0.9999,7.23E-05,0.9,10,64,large,TRUE,1.27E-05,COMPLETE
155,155,351,32:45.8,36:58.9,0 days 00:04:13.111187,relu,256,0.3,1.45E-06,0.99,0.995,3.21E-05,0.7,5,16,medium,TRUE,3.39E-06,PRUNED
495,495,351,56:40.8,00:08.9,0 days 00:03:28.129387,tanh,32,0.3,2.02E-07,0.99,0.99,1.50E-05,0.8,10,2048,medium,TRUE,1.66E-07,PRUNED
517,517,351,28:31.2,30:26.5,0 days 00:01:55.308198,tanh,512,0.2,2.70E-07,0.99,0.99,2.67E-05,0.8,20,256,medium,TRUE,4.22E-05,PRUNED
81,81,346,29:12.6,36:01.0,0 days 00:06:48.398210,relu,128,0.2,1.72E-08,0.8,0.9999,5.52E-05,0.3,10,64,large,TRUE,5.25E-05,COMPLETE
425,425,345,14:45.8,51:44.5,0 days 00:36:58.697904,relu,128,0.3,1.75E-08,0.92,0.99,1.92E-05,0.3,20,8,medium,TRUE,1.24E-06,PRUNED
151,151,342,54:38.6,58:13.5,0 days 00:03:34.879111,relu,256,0.3,4.59E-07,0.99,0.995,1.48E-05,0.6,20,2048,medium,TRUE,2.66E-06,COMPLETE
211,211,342,26:47.5,28:48.4,0 days 00:02:00.906795,relu,256,0.3,8.92E-07,0.99,0.995,1.49E-05,0.7,20,2048,medium,TRUE,9.72E-07,PRUNED
416,416,341,12:46.7,15:55.0,0 days 00:03:08.327151,relu,128,0.3,4.66E-08,0.99,0.99,2.61E-05,0.9,20,1024,medium,TRUE,1.06E-05,PRUNED
568,568,339,29:42.0,32:45.5,0 days 00:03:03.468838,relu,128,0.3,1.06E-05,0.99,0.995,1.75E-05,0.5,20,2048,medium,TRUE,0.002283416,PRUNED
31,31,338,21:31.3,28:39.3,0 days 00:07:08.002933,relu,128,0.2,5.71E-05,0.9,0.9999,0.0002826,0.9,10,64,large,TRUE,2.05E-06,COMPLETE
213,213,338,30:21.3,31:56.0,0 days 00:01:34.635181,relu,256,0.3,3.37E-07,0.99,0.995,2.04E-05,0.7,20,2048,medium,TRUE,3.44E-06,PRUNED
220,220,337,21:15.0,57:40.8,0 days 00:36:25.875672,relu,32,0.3,8.31E-07,0.99,0.995,2.51E-05,0.9,20,8,medium,TRUE,2.96E-06,PRUNED
462,462,336,35:26.4,42:55.1,0 days 00:07:28.628745,tanh,32,0.3,1.00E-07,0.99,0.995,4.02E-05,0.9,20,128,medium,TRUE,3.92E-06,PRUNED
545,545,329,18:09.5,25:17.0,0 days 00:07:07.439581,relu,512,0.3,3.77E-08,0.92,0.995,5.64E-05,0.7,20,128,medium,TRUE,0.027538528,COMPLETE
164,164,328,22:51.7,40:01.9,0 days 00:17:10.223101,relu,32,0.3,3.81E-07,0.99,0.995,1.56E-05,0.8,20,2048,medium,TRUE,8.22E-07,COMPLETE
196,196,326,01:28.6,08:33.9,0 days 00:07:05.240677,relu,32,0.3,1.49E-07,0.99,0.995,1.79E-05,0.7,20,2048,medium,TRUE,5.59E-07,PRUNED
503,503,326,08:49.4,15:25.7,0 days 00:06:36.257934,tanh,32,0.3,6.25E-08,0.99,0.99,2.20E-05,0.8,20,2048,medium,TRUE,2.50E-07,PRUNED
310,310,324,47:41.4,49:19.1,0 days 00:01:37.729935,relu,256,0.3,8.00E-07,0.99,0.99,1.75E-05,0.8,20,2048,medium,TRUE,1.84E-07,PRUNED
373,373,324,25:38.1,28:13.1,0 days 00:02:34.909199,relu,256,0.3,9.01E-07,0.99,0.98,2.26E-05,0.7,10,2048,medium,TRUE,0.000193141,COMPLETE
98,98,319,40:42.0,51:20.9,0 days 00:10:38.835005,relu,64,0.3,1.40E-08,0.99,0.99,1.27E-05,0.9,20,2048,medium,TRUE,3.50E-06,COMPLETE
610,610,317,30:23.7,34:15.5,0 days 00:03:51.758469,tanh,256,0.1,0.001264477,0.99,0.98,1.56E-05,0.9,20,2048,medium,TRUE,1.37E-06,COMPLETE
597,597,315,26:49.7,51:37.8,0 days 00:24:48.105426,relu,8,0.3,1.87E-06,1,0.99,3.88E-05,0.9,20,64,small,TRUE,7.18E-05,PRUNED
71,71,312,18:21.4,28:21.6,0 days 00:10:00.135300,relu,128,0.2,1.50E-08,0.8,0.9999,6.47E-05,0.3,10,64,large,TRUE,4.89E-05,COMPLETE
130,130,309,43:50.8,44:40.7,0 days 00:00:49.859272,relu,256,0.3,6.53E-08,0.99,0.99,3.22E-05,0.9,5,2048,medium,TRUE,4.18E-07,PRUNED
218,218,309,12:39.0,20:15.9,0 days 00:07:36.876498,relu,32,0.1,1.19E-07,0.99,0.98,1.03E-05,0.9,20,1024,medium,TRUE,1.43E-06,PRUNED
311,311,309,49:19.1,56:31.7,0 days 00:07:12.563210,relu,32,0.1,1.96E-07,0.99,0.995,1.22E-05,0.9,20,2048,medium,TRUE,2.50E-07,PRUNED
146,146,308,49:05.6,05:45.0,0 days 00:16:39.374671,relu,256,0.4,1.79E-06,0.98,0.995,3.83E-05,0.7,20,32,medium,TRUE,6.17E-06,COMPLETE
186,186,306,28:20.1,30:24.5,0 days 00:02:04.390110,tanh,32,0.1,3.39E-06,0.9,0.999,0.000244571,0.6,5,1024,medium,TRUE,1.82E-07,PRUNED
426,426,306,51:44.5,52:42.0,0 days 00:00:57.533994,relu,256,0.3,3.45E-08,0.99,0.99,1.20E-05,0.5,5,2048,medium,TRUE,2.65E-06,PRUNED
148,148,305,01:47.7,03:31.5,0 days 00:01:43.851643,relu,8,0.3,6.68E-07,0.99,0.995,2.51E-05,0.7,1,2048,medium,TRUE,1.03E-05,PRUNED
332,332,304,13:09.4,21:07.9,0 days 00:07:58.473374,relu,32,0.1,2.31E-07,0.99,0.995,1.92E-05,0.8,20,128,medium,TRUE,0.000274785,PRUNED
527,527,304,34:57.5,36:33.2,0 days 00:01:35.695909,relu,256,0.3,2.10E-07,0.99,0.99,1.51E-05,0.3,20,2048,medium,TRUE,0.000449248,PRUNED
171,171,301,58:26.8,15:38.0,0 days 00:17:11.194397,tanh,32,0.1,2.36E-06,0.99,0.995,2.07E-05,0.5,20,2048,medium,TRUE,1.57E-07,COMPLETE
26,26,300,14:55.1,16:47.8,0 days 00:01:52.688505,relu,512,0.2,5.84E-06,0.9,0.9999,0.000447203,0.6,10,1024,large,TRUE,5.05E-06,COMPLETE
162,162,298,07:34.9,14:42.4,0 days 00:07:07.536509,relu,32,0.3,3.15E-06,0.99,0.995,2.12E-05,0.8,20,2048,medium,TRUE,9.72E-07,PRUNED
262,262,297,47:35.2,49:14.2,0 days 00:01:38.974048,relu,256,0.3,5.52E-08,0.99,0.999,1.87E-05,1,20,2048,medium,TRUE,1.50E-06,PRUNED
571,571,294,42:34.7,43:34.9,0 days 00:01:00.254972,relu,512,0.3,0.000601962,0.99,0.995,1.47E-05,0.9,10,2048,medium,TRUE,0.001324844,PRUNED
76,76,292,06:16.4,12:19.9,0 days 00:06:03.494893,relu,128,0.2,1.82E-08,1,0.9999,0.000165789,0.3,10,64,medium,TRUE,8.64E-06,COMPLETE
486,486,289,45:46.2,01:26.8,0 days 00:15:40.557250,relu,16,0.1,0.000121437,0.99,0.995,2.69E-05,0.9,20,64,medium,TRUE,6.57E-07,PRUNED
269,269,288,56:57.8,05:35.4,0 days 00:08:37.628169,relu,32,0.1,1.56E-06,0.99,0.99,0.000119592,0.8,20,512,medium,TRUE,8.68E-06,PRUNED
135,135,286,56:48.1,58:20.3,0 days 00:01:32.252120,relu,256,0.3,2.37E-07,0.99,0.995,1.89E-05,0.7,20,2048,medium,TRUE,1.42E-06,PRUNED
447,447,286,55:32.7,00:39.6,0 days 00:05:06.933821,relu,64,0.3,2.22E-05,0.99,0.995,1.01E-05,0.9,20,512,medium,TRUE,3.91E-06,PRUNED
163,163,285,14:42.4,22:51.7,0 days 00:08:09.243547,relu,32,0.3,8.53E-07,0.99,0.995,4.48E-05,0.8,20,2048,medium,TRUE,4.32E-07,PRUNED
125,125,272,29:56.9,33:25.2,0 days 00:03:28.389337,relu,256,0.3,4.53E-07,0.99,0.99,2.23E-05,0.9,20,2048,medium,TRUE,8.31E-07,COMPLETE
99,99,259,51:20.9,01:36.8,0 days 00:10:15.983258,relu,64,0.3,2.28E-08,0.99,0.99,1.65E-05,0.9,20,2048,medium,TRUE,7.97E-06,COMPLETE
635,635,259,01:03.2,14:34.6,0 days 00:13:31.327945,relu,16,0.1,1.09E-05,0.99,0.99,1.00E-05,0.8,20,2048,medium,TRUE,3.16E-05,PRUNED
335,335,258,35:52.8,37:57.1,0 days 00:02:04.325635,relu,512,0.3,8.29E-07,0.99,0.995,5.89E-05,0.7,20,512,medium,TRUE,3.82E-05,COMPLETE
236,236,256,14:49.0,24:29.0,0 days 00:09:40.035213,relu,32,0.3,3.41E-07,0.99,0.99,0.000494248,0.5,20,256,medium,TRUE,4.46E-06,PRUNED
574,574,256,50:18.7,58:40.4,0 days 00:08:21.717751,relu,32,0.3,9.99E-08,0.95,0.99,2.06E-05,0.3,20,128,medium,TRUE,0.012043001,PRUNED
403,403,251,55:40.8,58:44.9,0 days 00:03:04.059121,relu,128,0.3,6.95E-07,0.99,0.98,2.79E-05,0.7,20,2048,medium,TRUE,3.57E-06,PRUNED
476,476,249,03:54.1,08:22.2,0 days 00:04:28.051460,relu,64,0.3,2.88E-07,0.99,0.99,1.79E-05,0.9,20,2048,medium,TRUE,3.53E-06,PRUNED
203,203,246,13:54.9,20:59.8,0 days 00:07:04.891894,relu,32,0.3,5.62E-07,0.99,0.995,1.01E-05,0.7,20,2048,medium,TRUE,2.15E-06,PRUNED
253,253,245,29:12.7,30:52.0,0 days 00:01:39.335397,tanh,256,0.3,0.027661412,0.95,0.999,1.52E-05,0.7,20,2048,medium,TRUE,4.25E-07,PRUNED
298,298,245,27:26.8,34:06.9,0 days 00:06:40.112170,tanh,32,0.1,1.99E-06,0.99,0.995,1.23E-05,0.5,20,2048,medium,FALSE,0.002524494,PRUNED
229,229,241,16:52.1,33:07.2,0 days 00:16:15.106898,tanh,32,0.3,1.54E-06,0.99,0.99,3.60E-05,0.7,20,1024,medium,TRUE,2.97E-07,COMPLETE
233,233,240,07:14.2,08:46.6,0 days 00:01:32.383073,relu,256,0.3,2.56E-07,0.99,0.995,1.28E-05,1,20,2048,medium,TRUE,1.00E-07,PRUNED
363,363,236,25:39.4,27:17.7,0 days 00:01:38.273252,relu,256,0.3,6.58E-07,0.98,0.995,0.00013992,1,20,1024,medium,TRUE,0.000264808,PRUNED
227,227,234,51:31.9,58:52.0,0 days 00:07:20.165932,relu,32,0.1,7.06E-07,0.99,0.995,1.24E-05,0.6,20,2048,medium,TRUE,5.21E-06,PRUNED
249,249,234,22:22.8,24:11.5,0 days 00:01:48.698673,tanh,256,0.1,1.41E-06,0.99,0.995,1.00E-05,0.5,20,2048,medium,TRUE,1.15E-06,PRUNED
206,206,233,45:51.7,52:47.5,0 days 00:06:55.761847,relu,32,0.3,1.58E-07,0.99,0.995,2.07E-05,0.8,20,2048,medium,TRUE,1.97E-06,PRUNED
430,430,233,36:21.1,37:34.2,0 days 00:01:13.135418,relu,512,0.2,4.06E-07,0.95,0.99,6.21E-05,0.9,20,2048,medium,TRUE,1.97E-05,PRUNED
431,431,233,37:34.2,39:18.0,0 days 00:01:43.801919,relu,256,0.1,5.50E-07,0.99,0.99,1.51E-05,0.7,20,256,medium,TRUE,7.81E-06,PRUNED
498,498,233,22:21.9,42:27.9,0 days 00:20:05.963182,tanh,32,0.2,6.93E-08,0.99,0.99,2.31E-05,0.8,20,2048,large,TRUE,1.04E-07,COMPLETE
82,82,231,36:01.0,43:05.8,0 days 00:07:04.794657,relu,128,0.2,1.29E-08,0.8,0.9999,8.59E-05,0.3,10,64,large,TRUE,0.000231711,COMPLETE
133,133,231,51:33.7,53:02.3,0 days 00:01:28.686002,relu,256,0.3,3.67E-07,0.99,0.99,1.01E-05,0.9,20,2048,medium,TRUE,2.08E-06,PRUNED
187,187,231,30:24.5,46:05.5,0 days 00:15:41.049756,tanh,32,0.1,1.15E-06,0.99,0.999,1.19E-05,0.6,20,1024,medium,TRUE,3.05E-07,COMPLETE
235,235,228,12:48.0,14:49.0,0 days 00:02:00.975843,relu,256,0.1,1.39E-07,0.99,0.995,1.01E-05,0.7,20,2048,medium,TRUE,1.57E-06,PRUNED
165,165,227,40:01.9,56:48.7,0 days 00:16:46.859041,relu,32,0.3,2.13E-07,0.99,0.995,1.28E-05,0.8,20,2048,medium,TRUE,3.39E-07,COMPLETE
564,564,226,55:07.3,56:09.3,0 days 00:01:02.062876,relu,32,0.3,1.67E-07,0.99,0.99,1.43E-05,0.3,1,1024,medium,TRUE,1.07E-05,PRUNED
583,583,225,25:44.4,33:38.3,0 days 00:07:53.951196,relu,32,0.1,3.21E-06,0.99,0.99,3.32E-05,0.7,20,2048,medium,TRUE,1.46E-05,PRUNED
237,237,221,24:29.0,28:24.7,0 days 00:03:55.645185,relu,256,0.3,8.57E-08,0.99,0.999,2.78E-05,0.9,20,2048,medium,TRUE,2.27E-06,COMPLETE
606,606,220,41:43.2,43:25.3,0 days 00:01:42.061169,relu,256,0.2,4.84E-06,0.99,0.995,5.18E-05,0.9,20,2048,medium,TRUE,2.55E-06,PRUNED
368,368,216,06:06.0,23:08.4,0 days 00:17:02.407057,relu,16,0.3,4.65E-07,0.99,0.99,2.92E-05,0.8,20,128,medium,TRUE,0.00015653,PRUNED
159,159,215,23:44.7,30:24.0,0 days 00:06:39.311338,relu,32,0.3,3.01E-07,0.99,0.995,2.40E-05,0.8,20,2048,medium,TRUE,6.15E-07,PRUNED
306,306,215,12:20.3,14:03.8,0 days 00:01:43.494938,relu,256,0.3,1.25E-06,0.99,0.995,0.000931742,0.9,20,2048,medium,TRUE,6.48E-06,PRUNED
284,284,214,06:31.2,46:11.0,0 days 00:39:39.777950,relu,8,0.1,2.11E-08,0.99,0.995,5.83E-05,0.6,20,512,medium,TRUE,3.17E-06,PRUNED
554,554,211,26:15.0,29:43.9,0 days 00:03:28.962170,relu,256,0.3,3.40E-08,0.99,0.995,1.66E-05,0.7,20,64,small,TRUE,1.51E-06,PRUNED
154,154,208,03:20.7,32:45.8,0 days 00:29:25.029681,relu,8,0.3,8.03E-07,0.99,0.95,1.82E-05,1,20,2048,medium,TRUE,5.00E-06,PRUNED
429,429,203,34:46.4,36:21.1,0 days 00:01:34.735684,relu,256,0.3,2.00E-07,0.99,0.99,0.000198057,2,20,1024,medium,TRUE,1.86E-06,PRUNED
365,365,201,42:47.3,44:50.6,0 days 00:02:03.274241,relu,512,0.3,1.08E-06,0.99,0.995,4.67E-05,0.7,20,256,medium,TRUE,6.13E-05,PRUNED
647,647,200,11:18.1,20:21.1,0 days 00:09:03.070124,relu,32,0.3,1.28E-08,0.99,0.99,3.90E-05,0.5,20,32,medium,TRUE,1.32E-06,PRUNED
212,212,198,28:48.4,30:21.3,0 days 00:01:32.925880,relu,256,0.3,6.76E-07,0.99,0.995,1.28E-05,0.7,20,2048,medium,TRUE,0.000771545,PRUNED
49,49,196,41:49.8,54:26.6,0 days 00:12:36.755519,relu,256,0.2,2.41E-08,0.8,0.999,1.03E-05,0.3,20,64,large,TRUE,0.001332598,COMPLETE
566,566,194,12:46.3,18:06.6,0 days 00:05:20.367533,relu,64,0.4,8.23E-08,0.99,0.995,3.39E-05,0.9,20,64,medium,TRUE,0.000782624,PRUNED
207,207,193,52:47.5,59:58.6,0 days 00:07:11.120988,relu,32,0.3,1.76E-06,0.99,0.99,2.60E-05,0.9,20,2048,medium,TRUE,1.51E-06,PRUNED
228,228,192,58:52.0,16:52.1,0 days 00:18:00.042008,relu,256,0.3,3.15E-07,0.99,0.995,4.95E-05,0.9,20,16,medium,TRUE,1.99E-06,PRUNED
123,123,190,24:51.6,26:26.0,0 days 00:01:34.352073,relu,256,0.3,3.51E-07,0.99,0.99,1.01E-05,0.9,20,2048,medium,TRUE,1.08E-06,PRUNED
399,399,184,39:26.8,42:57.2,0 days 00:03:30.393131,tanh,16,0.3,3.34E-07,0.99,0.99,0.000105128,0.9,5,2048,medium,TRUE,2.16E-06,PRUNED
485,485,183,41:14.1,45:46.2,0 days 00:04:32.136851,relu,256,0.3,0.001593566,0.99,0.99,1.38E-05,2,20,2048,large,TRUE,2.23E-07,COMPLETE
